21000000.00000000000000000000	8693827284.20563364060302800000
21000000.00000000000000000000	8688934586.48267332442640060000
21000000.00000000000000000000	8447627559.46171091253823670000
21000000.00000000000000000000	8278474097.85593418073969370000
21000000.00000000000000000000	8259234452.75792669308145690000
21000000.00000000000000000000	7827779178.84312185980733810000
21000000.00000000000000000000	7454244351.85444340962676060000
21000000.00000000000000000000	7264522641.61049213153927080000
21000000.00000000000000000000	7014019148.55177440305593960000
21000000.00000000000000000000	6887777037.09994856941241040000
21000000.00000000000000000000	6733830703.19457633222470270000
21000000.00000000000000000000	6406288680.46003565779107900000
21000000.00000000000000000000	6169316377.08482252545755840000
21000000.00000000000000000000	6032344073.70960939312403780000
21000000.00000000000000000000	6183146451.21457036875914030000
21000000.00000000000000000000	6231620414.71621697584132510000
21000000.00000000000000000000	6315216911.95127836959801730000
21000000.00000000000000000000	6345675015.11655745090798520000
21000000.00000000000000000000	6378915321.15487419847107790000
21000000.00000000000000000000	6368168868.80560017315822140000
21000000.00000000000000000000	6380771837.87367037034419300000
21000000.00000000000000000000	6376096833.92875320637616850000
21000000.00000000000000000000	6467304915.72644894077376150000
21000000.00000000000000000000	6182971833.54144238115133430000
21000000.00000000000000000000	6144270929.68047094923296730000
