1252534460985.75756353113051080000	8693827284.20563364060302800000
1253503927277.48989198875083120000	8688934586.48267332442640060000
1254952252394.09086066817921280000	8447627559.46171091253823670000
1266481646566.57425937786413500000	8278474097.85593418073969370000
1262684976863.42687012034934500000	8259234452.75792669308145690000
1262081929187.15497240649673000000	7827779178.84312185980733810000
1252970370592.50807855155930000000	7454244351.85444340962676060000
1252662238348.46871589843139000000	7264522641.61049213153927080000
1256818680583.28112743146491630000	7014019148.55177440305593960000
1262268445070.52095382536330580000	6887777037.09994856941241040000
1257532142981.12081363654906400000	6733830703.19457633222470270000
1250914191459.50914516914707400000	6406288680.46003565779107900000
1247240501023.20639567915562840000	6169316377.08482252545755840000
1243566810586.90364618916418280000	6032344073.70960939312403780000
1243585314962.43364548916126350000	6183146451.21457036875914030000
1239893120151.60089669917273720000	6231620414.71621697584132510000
1236200925343.76814790918421090000	6315216911.95127836959801730000
1232508730535.93539911919568460000	6345675015.11655745090798520000
1230623561325.64279524573012780000	6378915321.15487419847107790000
1234138404241.42401267501664540000	6368168868.80560017315822140000
1235171678122.13038096855447260000	6380771837.87367037034419300000
1236980415005.90726143817082500000	6376096833.92875320637616850000
1239861532974.86211440462422500000	6467304915.72644894077376150000
1230843011763.66283886722315840000	6182971833.54144238115133430000
1233964171771.81405934961498120000	6144270929.68047094923296730000
