2024-05-07 14:10:31	63596.58366956548574730000
2024-05-07 15:10:40	63645.80765984871954220000
2024-05-07 16:10:31	63719.34538062819919680000
2024-05-07 17:10:32	64304.56620148586875270000
2024-05-07 18:10:36	64111.79341323971607690000
2024-05-07 19:10:31	64081.01147936060098230000
2024-05-07 20:10:47	63618.38074406873174300000
2024-05-07 21:10:27	62696.73562198052895890000
2024-05-07 22:10:02	63813.60330550776261710000
2024-05-07 23:10:42	64090.30917761953683860000
2024-05-08 00:10:31	63849.82858376986528800000
2024-05-08 01:10:32	63513.67061589583293150000
2024-05-08 02:10:23	63327.14338172650811290000
2024-05-08 03:10:31	63201.74652143470134210000
2024-05-08 04:10:34	63152.54397021497811420000
2024-05-08 05:10:33	63003.92345720165784210000
2024-05-08 06:10:37	62949.45378014595687120000
2024-05-08 07:10:32	62479.31491097517435980000
2024-05-08 08:10:31	62469.58234478236472180000
2024-05-08 09:10:30	62661.59148997803752780000
2024-05-08 10:10:30	62714.05447596694199820000
2024-05-08 11:10:46	62805.78842978764054100000
2024-05-08 12:10:37	62952.07278757076181300000
2024-05-08 13:10:32	62494.07280394742998640000
2024-05-08 14:10:45	62652.54467966022342270000
