21000000.00000000000000000000	2024-05-07 14:10:31
21000000.00000000000000000000	2024-05-07 15:10:40
21000000.00000000000000000000	2024-05-07 16:10:31
21000000.00000000000000000000	2024-05-07 17:10:32
21000000.00000000000000000000	2024-05-07 18:10:36
21000000.00000000000000000000	2024-05-07 19:10:31
21000000.00000000000000000000	2024-05-07 20:10:47
21000000.00000000000000000000	2024-05-07 21:10:27
21000000.00000000000000000000	2024-05-07 22:10:02
21000000.00000000000000000000	2024-05-07 23:10:42
21000000.00000000000000000000	2024-05-08 00:10:31
21000000.00000000000000000000	2024-05-08 01:10:32
21000000.00000000000000000000	2024-05-08 02:10:23
21000000.00000000000000000000	2024-05-08 03:10:31
21000000.00000000000000000000	2024-05-08 04:10:34
21000000.00000000000000000000	2024-05-08 05:10:33
21000000.00000000000000000000	2024-05-08 06:10:37
21000000.00000000000000000000	2024-05-08 07:10:32
21000000.00000000000000000000	2024-05-08 08:10:31
21000000.00000000000000000000	2024-05-08 09:10:30
21000000.00000000000000000000	2024-05-08 10:10:30
21000000.00000000000000000000	2024-05-08 11:10:46
21000000.00000000000000000000	2024-05-08 12:10:37
21000000.00000000000000000000	2024-05-08 13:10:32
21000000.00000000000000000000	2024-05-08 14:10:45
